Food Name,Calories,Protein (g),Carbs (g),Fat (g),Rasa,Virya,Vipaka,Dosha Impact,Suitable For,Benefits,Dish Name,Main Ingredients,Ayurvedic Properties,Diabetes Management Benefits,Calories (per serving),Glycemic Index Estimate,Meal Timing Suggestion,Portion Size Recommendation,Notes,Calories_per_100g,Category
2 idlis of rice with dal,71,1.58,11.47,1.61,Katu,Ushna,Katu,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas",1 bowl of brown rice and veg sambar,"Whole Grains, Leafy Greens, Vegetables","Provide sustained energy release and support Kapha balance; Rich in fiber and antioxidants, helps regulate blood sugar levels; Rich in fiber and low GI, promotes stable blood sugar",Helps regulate blood sugar and provides balanced nutrition,196,32,Lunch,1 medium serving,Consume freshly prepared for best benefits,61.2,Snack
1 paratha of 2 roti and bottle gaurd sabji,28,0.71,9.0,0.24,Amla,Sheeta,Madhura,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas",1 Stuffed Paratha (Methi),"Vegetables, Low-fat Dairy, Spices","Rich in fiber and low GI, promotes stable blood sugar; Provides protein without excess fat, supports metabolic health; Stimulates digestion and helps in blood sugar regulation",Helps regulate blood sugar and provides balanced nutrition,186,46,Dinner,1 medium serving,Consume freshly prepared for best benefits,37.87,Lunch
½ bowl of brown rice and Vegetable Stew,57,0.2,11.5,0.1,Madhura,Sheeta,Madhura,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas",2 chapati with Fenugreek Leaves Curry ,"Legumes, Whole Grains, Low-fat Dairy","High in protein and fiber, slows glucose absorption; Provide sustained energy release and support Kapha balance; Provides protein without excess fat, supports metabolic health",Helps regulate blood sugar and provides balanced nutrition,241,44,Dinner,1 medium serving,Consume freshly prepared for best benefits,61.96,Dinner
2 bowls of 2 chapati with cabbage sabji and saald,27,0.67,3.68,0.11,Tikta,Ushna,Katu,Balances Kapha,Weight Loss,"General health benefits, supports weight loss, and balances doshas",2 roti and potato sabji,"Whole Grains, Leafy Greens, Legumes","Provide sustained energy release and support Kapha balance; Rich in fiber and antioxidants, helps regulate blood sugar levels; High in protein and fiber, slows glucose absorption",Helps regulate blood sugar and provides balanced nutrition,209,44,Lunch,1 medium serving,Consume freshly prepared for best benefits,20.23,Lunch
1 paratha of rice and sambar,22,0.95,3.21,0.24,Madhura,Sheeta,Madhura,Balances Kapha,Weight Loss,"General health benefits, supports weight loss, and balances doshas",2 chapati with Mixed Vegetable Curry,"Vegetables, Leafy Greens, Legumes","Rich in fiber and low GI, promotes stable blood sugar; Rich in fiber and antioxidants, helps regulate blood sugar levels; High in protein and fiber, slows glucose absorption",Helps regulate blood sugar and provides balanced nutrition,216,37,Lunch,1 medium serving,Consume freshly prepared for best benefits,24.98,Dinner
1 paratha of 2 roti and Snake Gourd Sabzi with salad,25,0.92,4.29,0.19,Kashaya,Sheeta,Madhura,Balances Kapha,Weight Loss,"General health benefits, supports weight loss, and balances doshas",2 chapati with Zucchini Stir Fry,"Legumes, Leafy Greens, Vegetables","High in protein and fiber, slows glucose absorption; Rich in fiber and antioxidants, helps regulate blood sugar levels; Rich in fiber and low GI, promotes stable blood sugar",Helps regulate blood sugar and provides balanced nutrition,209,34,Dinner,1 medium serving,Consume freshly prepared for best benefits,30.46,Lunch
½ bowl of 2 roti and Chole sabji,58,2.71,3.87,3.74,Madhura,Sheeta,Madhura,Balances Pitta,Weight Loss,"General health benefits, supports weight loss, and balances doshas",1 bowl of rice and Tur Dal sambar,"Low-fat Dairy, Whole Grains, Vegetables","Provides protein without excess fat, supports metabolic health; Provide sustained energy release and support Kapha balance; Rich in fiber and low GI, promotes stable blood sugar",Helps regulate blood sugar and provides balanced nutrition,169,45,Lunch,1 medium serving,Consume freshly prepared for best benefits,71.19,Snack
2 idlis of Vegetable Soup,30,1.43,7.01,0.26,Tikta,Sheeta,Katu,Balances Kapha,Weight Loss,"General health benefits, supports weight loss, and balances doshas",1 bowl of Vegetable pulav,"Vegetables, Leafy Greens, Low-fat Dairy","Rich in fiber and low GI, promotes stable blood sugar; Rich in fiber and antioxidants, helps regulate blood sugar levels; Provides protein without excess fat, supports metabolic health",Helps regulate blood sugar and provides balanced nutrition,229,51,Lunch,1 medium serving,Consume freshly prepared for best benefits,30.24,Breakfast
1 cup of 2 roti with paneer burji,32,2.25,5.67,0.3,Tikta,Sheeta,Katu,Balances Kapha,Weight Loss,"General health benefits, supports weight loss, and balances doshas",1 bowl of  rice Vegetable Sambar,"Low-fat Dairy, Vegetables, Legumes","Provides protein without excess fat, supports metabolic health; Rich in fiber and low GI, promotes stable blood sugar; High in protein and fiber, slows glucose absorption",Helps regulate blood sugar and provides balanced nutrition,212,32,Lunch,1 medium serving,Consume freshly prepared for best benefits,44.54,Lunch
1 handful of 1 bowl od rice with Raw Papaya Curry,34,0.64,11.68,0.19,Tikta,Ushna,Katu,Balances Kapha,Weight Loss,"General health benefits, supports weight loss, and balances doshas",1 bowl of Peas Pulao with Curd,"Leafy Greens, Legumes, Low-fat Dairy","Rich in fiber and antioxidants, helps regulate blood sugar levels; High in protein and fiber, slows glucose absorption; Provides protein without excess fat, supports metabolic health",Helps regulate blood sugar and provides balanced nutrition,205,50,Lunch,1 medium serving,Consume freshly prepared for best benefits,36.46,Beverage
½ bowl of Low-Fat Vegetable Pulao,130,3.46,22.86,0.72,Madhura,Ushna,Madhura,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas",2 roti with Green Peas Curry,"Vegetables, Spices, Whole Grains","Rich in fiber and low GI, promotes stable blood sugar; Stimulates digestion and helps in blood sugar regulation; Provide sustained energy release and support Kapha balance",Helps regulate blood sugar and provides balanced nutrition,102,48,Lunch,1 medium serving,Consume freshly prepared for best benefits,103.93,Lunch
Tulsi infused 1 paratha of 2 roti with paneer burji,36,2.55,8.9,0.35,Tikta,Sheeta,Katu,Balances Kapha,Weight Loss,"General health benefits, supports weight loss, and balances doshas; Tulsi enhances immunity & digestion",1 bowl of  rice Vegetable Sambar,"Low-fat Dairy, Vegetables, Legumes","Provides protein without excess fat, supports metabolic health; Rich in fiber and low GI, promotes stable blood sugar; High in protein and fiber, slows glucose absorption; Supports Tulsi benefits",Helps regulate blood sugar and provides balanced nutrition,254,32,Lunch,1 medium serving,Consume freshly prepared for best benefits,40.32,Breakfast
½ bowl of 2 dosa with coconut chutney,31,0.89,9.45,0.28,Madhura,Sheeta,Madhura,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas",1 bowl Vegetable upma,"Leafy Greens, Spices, Legumes","Rich in fiber and antioxidants, helps regulate blood sugar levels; Stimulates digestion and helps in blood sugar regulation; High in protein and fiber, slows glucose absorption",Helps regulate blood sugar and provides balanced nutrition,272,51,Breakfast,1 medium serving,Consume freshly prepared for best benefits,33.32,Snack
small plate of vegetable biryani with less oil,47,0.98,7.38,0.15,Madhura,Ushna,Madhura,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas",2 roti with Palak Paneer (Low-fat),"Leafy Greens, Vegetables, Low-fat Dairy","Rich in fiber and antioxidants, helps regulate blood sugar levels; Rich in fiber and low GI, promotes stable blood sugar; Provides protein without excess fat, supports metabolic health",Helps regulate blood sugar and provides balanced nutrition,172,35,Lunch,1 medium serving,Consume freshly prepared for best benefits,37.91,Breakfast
1 cup of brown rice with matki sambar,121,3.33,30.3,2.96,Madhura,Ushna,Madhura,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas",2 chapati with Low-fat Paneer Tikka,"Leafy Greens, Legumes, Spices","Rich in fiber and antioxidants, helps regulate blood sugar levels; High in protein and fiber, slows glucose absorption; Stimulates digestion and helps in blood sugar regulation",Helps regulate blood sugar and provides balanced nutrition,327,47,Lunch,1 medium serving,Consume freshly prepared for best benefits,121.44,Breakfast
Amla infused 2 idlis of brown rice with matki sambar,144,3.49,29.86,4.07,Madhura,Ushna,Madhura,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas; Amla enhances immunity & digestion",2 chapati with Low-fat Paneer Tikka,"Leafy Greens, Legumes, Spices","Rich in fiber and antioxidants, helps regulate blood sugar levels; High in protein and fiber, slows glucose absorption; Stimulates digestion and helps in blood sugar regulation; Supports Amla benefits",Helps regulate blood sugar and provides balanced nutrition,362,47,Lunch,1 medium serving,Consume freshly prepared for best benefits,123.69,Breakfast
Giloy infused 2 bowls of 2 moong dal chilla,29,1.01,2.56,1.67,Katu,Ushna,Katu,Balances Kapha,Weight Loss,"General health benefits, supports weight loss, and balances doshas; Giloy enhances immunity & digestion",2 poori with peas sabji,"Low-fat Dairy, Whole Grains, Legumes","Provides protein without excess fat, supports metabolic health; Provide sustained energy release and support Kapha balance; High in protein and fiber, slows glucose absorption; Supports Giloy benefits",Helps regulate blood sugar and provides balanced nutrition,222,53,Breakfast,1 medium serving,Consume freshly prepared for best benefits,25.16,Breakfast
Methi Seeds infused 1 paratha of 2 chapati and Ridge Gourd Curry,27,0.89,6.36,0.17,Tikta,Sheeta,Katu,Balances Pitta,Weight Loss,"General health benefits, supports weight loss, and balances doshas; Methi Seeds enhances immunity & digestion",1 bowl of rice Beetroot Poriyal,"Whole Grains, Legumes, Vegetables","Provide sustained energy release and support Kapha balance; High in protein and fiber, slows glucose absorption; Rich in fiber and low GI, promotes stable blood sugar; Supports Methi Seeds benefits",Helps regulate blood sugar and provides balanced nutrition,166,55,Dinner,1 medium serving,Consume freshly prepared for best benefits,34.26,Lunch
small plate of 1 Ragi Mudde with sambar,102,3.08,24.83,1.28,Madhura,Sheeta,Madhura,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas",2 Cabbage Paratha,"Legumes, Low-fat Dairy, Vegetables","High in protein and fiber, slows glucose absorption; Provides protein without excess fat, supports metabolic health; Rich in fiber and low GI, promotes stable blood sugar",Helps regulate blood sugar and provides balanced nutrition,273,48,Lunch,1 medium serving,Consume freshly prepared for best benefits,97.71,Lunch
Giloy infused 2 idlis of Tamarind Rice (Low Oil),149,3.35,17.17,3.18,Amla,Ushna,Katu,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas; Giloy enhances immunity & digestion",2 roti with brinjal sabji,"Vegetables, Leafy Greens, Legumes","Rich in fiber and low GI, promotes stable blood sugar; Rich in fiber and antioxidants, helps regulate blood sugar levels; High in protein and fiber, slows glucose absorption; Supports Giloy benefits",Helps regulate blood sugar and provides balanced nutrition,351,54,Lunch,1 medium serving,Consume freshly prepared for best benefits,111.68,Breakfast
2 idlis of 2 Steamed Dhokla,163,3.21,19.23,4.45,Tikta,Ushna,Katu,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas",2 dosa with coconut chutney,"Spices, Low-fat Dairy, Leafy Greens","Stimulates digestion and helps in blood sugar regulation; Provides protein without excess fat, supports metabolic health; Rich in fiber and antioxidants, helps regulate blood sugar levels",Helps regulate blood sugar and provides balanced nutrition,176,30,Breakfast,1 medium serving,Consume freshly prepared for best benefits,143.94,Breakfast
1 cup of 2 roti with soya bhurji,21,0.72,5.29,0.18,Kashaya,Sheeta,Katu,Balances Kapha,Weight Loss,"General health benefits, supports weight loss, and balances doshas",2 Radish Paratha,"Spices, Legumes, Low-fat Dairy","Stimulates digestion and helps in blood sugar regulation; High in protein and fiber, slows glucose absorption; Provides protein without excess fat, supports metabolic health",Helps regulate blood sugar and provides balanced nutrition,148,45,Lunch,1 medium serving,Consume freshly prepared for best benefits,19.67,Breakfast
Tulsi infused 1 cup of 2 Steamed Dhokla,133,3.14,25.22,4.18,Tikta,Ushna,Katu,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas; Tulsi enhances immunity & digestion",2 dosa with coconut chutney,"Spices, Low-fat Dairy, Leafy Greens","Stimulates digestion and helps in blood sugar regulation; Provides protein without excess fat, supports metabolic health; Rich in fiber and antioxidants, helps regulate blood sugar levels; Supports Tulsi benefits",Helps regulate blood sugar and provides balanced nutrition,192,30,Breakfast,1 medium serving,Consume freshly prepared for best benefits,165.1,Breakfast
Brahmi infused 1 paratha of 3  Vegetable Steamed Momos,99,3.31,16.5,2.28,Katu,Ushna,Katu,Balances Vata,Weight Loss,"General health benefits, supports weight loss, and balances doshas; Brahmi enhances immunity & digestion",1 bowl Vegetable Quinoa Upma,"Legumes, Leafy Greens, Vegetables","High in protein and fiber, slows glucose absorption; Rich in fiber and antioxidants, helps regulate blood sugar levels; Rich in fiber and low GI, promotes stable blood sugar; Supports Brahmi benefits",Helps regulate blood sugar and provides balanced nutrition,290,44,Lunch,1 medium serving,Consume freshly prepared for best benefits,114.17,Dinner
